Tuition fees up to date,Course,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,9556,20,13,4,13.5,7,11,4,11.225,1
1,9500,18,7,7,13.45714286,8,8,8,15.125,3
1,9500,19,8,7,13.44285714,8,8,7,13.44285714,3
1,9238,18,13,4,11,6,12,5,10.83333333,3
1,9238,18,6,6,11.33333333,6,7,6,12.28571429,3
1,9773,18,7,2,10,1,1,0,0,1
1,9500,19,10,5,13.44,7,8,6,13.06666667,2
1,9556,18,8,7,12.21428571,8,8,8,14.0625,3
1,9070,19,6,6,14.16666667,6,6,6,13.5,3
1,9003,24,13,12,12.84615385,11,13,11,12.63636364,3
1,9085,20,8,6,13,6,18,2,12,2
1,9147,21,6,5,12.8,5,7,4,11.25,3
0,9085,20,13,4,13,6,11,5,12,1
1,9500,19,7,7,13.37142857,8,9,8,13.66666667,3
1,9556,19,8,7,13.38571429,8,8,8,13.3875,3
1,9500,18,8,7,13.32857143,8,8,7,13.32857143,3
1,9085,19,12,5,14,6,14,5,11,3
1,9147,21,5,5,12.6,5,5,5,13.2,3
1,9853,19,7,6,14,6,6,6,15,3
1,9254,18,7,6,13.42857143,6,6,6,12.66666667,3
1,9070,17,6,6,13,6,6,6,12.5,3
1,9853,19,8,5,12.66666667,6,8,5,11,2
0,9147,23,9,3,10,5,9,3,12.33333333,1
1,9670,19,7,6,12.83333333,6,10,6,11.77777778,3
1,9500,18,7,6,12.91666667,7,7,6,12.91666667,3
1,9670,20,9,6,13.28571429,6,8,5,13.8,3
1,9085,19,6,5,14.6,5,5,5,13.8,3
1,9238,18,6,6,14,6,6,6,13.66666667,3
1,9238,19,7,6,14.14285714,6,6,6,15,3
1,9238,19,8,6,11.66666667,6,6,6,12.33333333,3
1,9500,18,9,8,14.3775,8,9,8,14.3775,3
1,9500,18,8,7,12.5,8,9,7,13.04285714,3
1,9500,19,7,6,14.15,7,7,6,14.15,3
1,9500,19,12,7,12.47142857,8,12,7,12.47142857,3
1,9500,19,7,6,14.15,7,7,6,14.15,3
1,9500,21,11,7,14.07222222,8,8,8,14.0475,3
1,9773,18,7,6,14.85714286,6,6,6,14.66666667,3
1,9773,19,7,6,14.28571429,6,6,6,13.16666667,3
0,9773,18,4,0,0,4,4,0,0,1
1,8014,30,0,0,0,6,0,0,0,1
1,9130,18,8,6,15,6,8,5,15.16666667,1
1,9500,20,7,6,12.63333333,7,7,6,12.63333333,3
0,9670,25,5,5,11.2,5,5,5,12.6,1
1,9500,18,7,6,14.23333333,7,7,6,14.23333333,3
1,9085,21,13,5,12.2,5,10,3,11.33333333,2
1,9500,18,8,7,15.7,8,8,7,15.7,3
1,9500,18,7,6,15.2,7,7,6,15.2,3
0,9853,29,9,6,16.33333333,6,8,5,15.6,1
1,9130,20,29,14,12.5625,12,24,12,12.85714286,3
1,9500,26,0,0,0,8,0,0,0,1
1,9238,21,8,5,12.4,6,6,6,12,3
1,9500,19,9,8,13.78125,8,9,8,13.78125,3
1,9254,19,10,6,12.16666667,6,8,5,11.66666667,1
1,9773,21,8,5,11.8,6,8,5,11.83333333,2
1,8014,20,13,4,10.8,6,15,4,12,3
1,9500,18,8,7,13.26,8,8,8,14.28625,3
0,9773,20,10,4,12,6,15,3,10.66666667,1
1,9238,20,9,6,11.875,6,7,6,14.42857143,3
1,9500,18,11,5,12.16,7,7,2,13.4,2
1,9070,18,6,1,15,6,7,4,12.5,2
1,9773,18,6,6,13.33333333,6,9,5,13.2,3
1,9085,18,12,2,11.5,5,12,3,11.8,2
1,9085,22,7,6,14.42857143,6,9,5,13,3
1,9085,19,10,1,13,5,8,3,15.33333333,2
1,9003,19,7,6,15,6,8,6,14.33333333,3
1,9556,18,9,7,15.15555556,8,8,8,16.8,3
1,9238,20,8,6,10.66666667,6,7,6,11.85714286,3
1,9853,18,9,5,11,6,9,4,11.25,1
1,9670,21,0,0,0,6,0,0,0,1
1,9238,19,7,6,12.28571429,6,7,6,12,3
1,9500,18,8,8,12.82875,8,8,8,12.82875,1
1,9773,18,6,6,12.66666667,6,8,5,14.4,3
1,171,18,0,0,0,0,0,0,0,2
0,9085,21,16,2,13,6,8,0,0,1
1,9147,19,10,5,10.875,5,8,4,12.4,3
1,9147,19,5,5,12.8,5,8,5,11.6,3
1,9238,19,10,5,11.28571429,6,7,0,0,1
1,171,18,0,0,0,0,0,0,0,3
1,9254,19,0,0,0,6,11,1,10,1
1,9500,20,9,6,13.76666667,8,9,8,13.74444444,1
0,9500,18,9,6,12.75833333,8,9,6,12.75833333,1
1,171,19,0,0,0,0,0,0,0,1
1,9070,18,6,6,12.66666667,6,8,6,13.25,3
1,9085,18,13,6,12,6,16,4,12.75,2
1,9238,19,8,6,12.25,6,8,6,12,3
1,9147,20,8,3,11.33333333,5,8,5,12.2,3
1,9500,19,9,7,13.50714286,8,12,8,13.05,3
1,9500,18,8,7,13.61428571,8,8,7,13.61428571,3
1,9254,25,6,0,0,6,6,0,0,1
0,9070,18,9,4,11.5,6,6,6,12.16666667,3
1,9773,19,7,6,12.33333333,6,7,6,12.5,3
1,9556,19,7,7,11.97142857,8,8,8,14.4375,3
0,9147,20,12,2,13,5,13,2,11.5,1
1,9500,18,9,7,12.38571429,8,9,7,12.72857143,2
1,9085,20,12,2,13.5,5,12,5,11.28571429,3
1,9238,21,8,6,12.16666667,6,7,6,13.28571429,3
1,171,19,0,0,0,0,0,0,0,3
1,8014,42,6,6,11.66666667,6,6,6,13.66666667,3
0,9130,18,9,5,12.4,6,12,5,14.16666667,2
1,9070,19,7,5,13.4,6,6,6,12.83333333,3
1,9254,18,11,6,12,6,11,4,12.5,3
1,9085,21,6,5,14.2,5,5,5,14.8,3
1,9238,20,8,6,12.125,6,7,6,14.42857143,3
1,9853,20,7,7,13.85714286,7,7,7,13.28571429,3
1,9085,21,13,3,11.75,6,13,5,12.33333333,2
1,9500,19,9,7,14.28333333,8,9,8,13.12555556,3
1,9238,21,21,11,13.27272727,11,13,9,13,3
1,9070,19,6,6,14.66666667,6,7,6,15.14285714,3
1,9500,19,10,7,15.115,8,10,8,15.092,3
1,171,18,0,0,0,0,0,0,0,2
1,9085,22,13,6,15,6,7,6,13.14285714,3
1,9853,21,8,5,13.2,6,9,5,14.33333333,3
1,9254,18,14,2,11,6,14,3,10.33333333,1
1,9500,20,8,7,14.56571429,8,8,7,14.56571429,3
0,9670,18,8,3,12,5,6,4,10.75,1
1,9238,20,6,0,0,5,5,0,0,1
1,9500,23,7,6,13.79666667,8,11,7,13.775,3
1,9773,18,6,6,14.83333333,6,6,6,15.33333333,3
1,9238,20,6,6,12.83333333,6,6,6,13.83333333,3
1,9500,18,8,7,14.96285714,8,8,7,14.96285714,3
1,9147,20,8,4,12,5,8,5,11.2,3
1,9500,18,8,7,12.4,8,9,8,12.8,3
1,9670,20,7,6,15.57142857,6,6,6,17.16666667,3
1,9500,19,8,7,13.71428571,8,8,7,13.71428571,3
1,9085,21,9,6,13.14285714,6,9,6,12.16666667,3
1,9070,33,7,6,15,6,8,3,11,3
0,9085,24,6,1,13,5,5,0,0,1
1,9238,20,12,11,12,11,14,11,12.75,3
1,171,18,0,0,0,0,0,0,0,3
1,9070,18,6,6,15.16666667,6,6,6,14.16666667,3
1,8014,29,9,4,12,6,13,2,10.5,1
1,9500,18,7,7,13.64285714,8,11,8,14.77272727,3
1,9773,19,8,6,12.66666667,6,7,6,12.71428571,3
1,171,19,0,0,0,0,0,0,0,1
1,9238,18,8,5,10.8,6,9,6,10.5,3
1,9500,19,9,6,14.25,8,11,8,13.06363636,3
1,9853,20,22,12,12.15384615,12,18,10,12.9,1
1,9238,19,14,1,11.5,6,12,2,10.5,2
1,9254,19,10,4,12.25,6,9,3,12.33333333,3
1,9070,18,8,6,12,6,12,5,11.14285714,2
1,9500,18,8,8,13.40375,8,8,8,13.40375,3
1,9254,19,15,6,11.33333333,6,9,3,12.66666667,3
1,9773,20,7,5,12.2,6,6,6,12.33333333,1
1,171,18,0,0,0,0,0,0,0,2
1,9500,18,0,0,0,8,0,0,0,1
0,9003,35,8,5,16.16666667,6,10,4,16,1
1,9119,18,10,3,11,5,6,3,11,2
1,171,19,0,0,0,0,0,0,0,3
1,9773,19,8,4,12,6,8,6,12.28571429,2
1,9147,20,8,2,10.5,5,11,4,12.25,2
1,9070,19,7,3,11.66666667,6,13,4,10.33333333,2
1,9147,19,8,3,11,5,7,2,10,1
1,9556,24,18,0,0,7,13,0,0,1
0,8014,29,11,4,12.5,6,7,0,0,1
1,9500,24,11,7,11.29444444,8,22,2,12.6,3
1,9254,19,8,5,11.2,6,11,4,12.5,3
1,171,37,0,0,0,0,0,0,0,1
1,9070,18,7,5,13.2,6,6,5,11.8,3
1,9119,20,12,6,14.14285714,6,10,6,14.125,2
0,9147,18,0,0,0,5,0,0,0,1
1,9147,22,5,0,0,5,9,3,13.33333333,2
1,9147,22,7,3,12.33333333,5,9,3,10.57142857,2
0,9773,18,6,0,0,6,0,0,0,1
1,9500,18,8,7,13.1,8,8,7,13.1,3
1,9070,19,6,6,13.5,6,6,6,13.16666667,3
1,9119,19,7,5,10.2,5,8,3,12,2
1,9238,19,10,5,11.57142857,6,10,3,13,1
1,9003,21,7,6,15.28571429,6,6,6,15.16666667,3
1,9773,19,9,5,12.6,10,16,8,11,2
1,9556,18,11,6,13.43333333,7,10,4,13.6,3
1,9147,19,8,5,11.6,5,9,3,11,1
1,9773,25,6,6,14.66666667,6,6,6,13.5,3
1,9070,22,9,6,14.66666667,6,12,6,14.66666667,3
1,9500,24,8,7,12.74285714,8,8,7,12.74285714,3
1,9500,19,9,7,11.975,8,9,7,13.12857143,3
1,9119,18,9,4,12.25,5,11,3,11.66666667,2
0,171,20,0,0,0,0,0,0,0,1
1,9500,19,8,7,14.93571429,8,8,7,14.93571429,3
1,9254,19,16,2,10.5,6,15,4,10,1
1,9670,19,9,5,13.33333333,6,6,5,13,3
1,9003,23,6,0,0,6,8,0,0,1
1,9773,47,12,5,13.8,6,13,4,14,1
1,9070,19,6,6,11.83333333,6,8,4,10.75,3
1,171,19,0,0,0,0,0,0,0,3
1,171,18,0,0,0,0,0,0,0,1
1,9147,28,9,2,10,5,9,0,0,1
1,9254,20,10,4,11.5,6,11,3,11.66666667,1
1,9254,18,12,3,10.66666667,6,9,4,12,2
1,171,21,0,0,0,0,0,0,0,3
1,9254,19,10,4,12.75,6,12,2,13,2
0,9254,24,7,0,0,6,7,0,0,1
1,9130,24,11,6,11.33333333,6,12,3,11.33333333,2
0,9085,25,6,0,0,6,6,0,0,2
1,9254,28,10,6,13,6,8,5,12.2,3
1,9991,37,7,4,10.75,5,7,3,11.33333333,2
1,9119,19,8,5,12,5,12,2,10.5,2
1,9500,18,7,7,13.46285714,8,8,8,13.90625,3
1,9254,48,13,3,10,6,15,1,10,1
1,9238,21,6,6,12.33333333,6,7,6,13.66666667,3
1,9500,19,11,6,12.52857143,7,10,6,12.41666667,2
1,9500,21,8,0,0,8,8,0,0,2
0,9119,23,6,0,0,5,7,0,0,1
1,9130,18,5,5,13.6,5,6,4,13.25,3
1,9238,22,7,6,12.33333333,6,6,2,14,1
1,171,25,16,10,11.45454545,11,13,7,12.25,1
1,9085,27,13,8,13.5,11,12,5,14.4,1
0,9119,49,5,0,0,5,6,0,0,1
0,9991,31,5,2,11,5,0,0,0,1
1,9254,54,9,6,13.71428571,6,13,5,14.33333333,1
0,33,25,26,21,12.36363636,16,21,12,12.25,1
1,9003,20,13,3,10.66666667,6,14,2,11.5,2
1,9070,28,9,2,12,6,10,3,12.66666667,1
1,8014,41,7,7,12.85714286,6,6,6,13.16666667,3
1,9670,19,10,6,13.125,6,9,6,12.71428571,2
1,9147,22,6,0,0,5,8,2,11.5,1
1,9254,34,13,2,13.5,6,6,0,0,1
0,9003,28,14,11,15.09090909,10,11,10,15,1
1,9853,42,9,5,12.4,6,10,5,11.8,2
0,9085,21,10,5,14,6,11,4,14.8,2
1,9003,50,8,2,13.5,6,9,1,13,1
1,9147,19,5,0,0,5,5,0,0,1
1,9500,18,12,4,12.65,7,10,3,10.66666667,1
1,9991,59,7,0,0,5,7,0,0,1
0,9991,33,5,0,0,5,5,0,0,1
1,9070,23,8,6,13.33333333,6,7,5,12.8,3
1,9991,44,9,3,11.33333333,5,8,5,11.14285714,1
1,8014,37,0,0,0,6,0,0,0,1
1,171,36,0,0,0,0,0,0,0,1
0,9991,22,7,3,11.66666667,5,8,2,10.5,1
1,8014,49,8,6,12.16666667,6,8,6,14.42857143,3
1,9773,23,7,6,13.33333333,6,6,4,12.75,3
1,9070,19,7,5,11.4,6,10,3,11,2
1,8014,47,9,6,12.14285714,6,6,0,0,1
1,9003,28,36,17,13.05882353,12,15,12,12.30769231,3
1,9003,21,13,4,11.75,6,15,4,10.5,2
0,9254,21,9,5,11.83333333,6,8,5,10,1
1,9238,21,14,10,12.4,10,13,10,11.8,3
1,9070,20,8,6,13.42857143,6,12,4,11.5,2
0,9147,49,5,0,0,5,9,0,0,1
1,9991,40,5,5,11,5,5,5,13.4,3
1,9254,22,8,6,13.625,6,8,6,14.42857143,3
1,9119,19,6,4,11.8,5,7,2,11.5,2
1,9991,31,5,0,0,5,7,0,0,1
1,9119,30,9,2,15,6,7,2,13.5,1
1,9238,19,9,5,10.8,6,11,5,11,3
1,9147,22,11,3,13.66666667,5,10,3,11.33333333,1
1,9773,19,8,6,12.83333333,6,8,6,13.33333333,3
0,171,21,0,0,0,0,0,0,0,1
1,9670,19,8,6,15.125,6,7,6,13.42857143,3
1,9147,22,11,0,0,5,7,1,10,1
1,9238,22,10,5,11.4,6,8,5,11,3
1,9238,19,12,4,12.25,6,9,6,11,3
0,9254,26,0,0,0,6,0,0,0,1
1,9119,23,12,3,14,6,12,1,14,2
1,9070,18,7,6,12.33333333,6,10,5,10.8,2
1,9147,22,8,5,10.66666667,5,11,2,11,2
1,9119,19,9,5,11.83333333,5,9,5,14.71428571,2
1,9147,20,14,0,0,5,5,0,0,1
1,9070,22,6,6,11.66666667,6,6,6,12.16666667,2
0,9130,18,7,2,13,5,5,0,0,1
1,9991,39,5,0,0,4,4,0,0,1
1,9500,18,8,0,0,8,8,0,0,1
1,9119,18,5,5,13,5,5,5,14.2,3
1,9238,19,7,6,13.85714286,6,6,6,14,3
1,9500,18,7,6,13.39166667,8,8,8,12.4875,3
1,9147,18,7,4,12.75,5,5,0,0,1
1,9130,22,7,4,14.5,5,5,5,14.6,3
1,9238,19,7,6,12.16666667,6,6,6,12.16666667,3
1,9130,18,5,5,15.4,5,5,5,15.6,1
0,9119,31,9,2,13.33333333,5,9,2,16,1
1,9991,28,5,0,0,5,5,0,0,1
1,9070,19,0,0,0,6,0,0,0,1
1,9254,20,7,6,13.71428571,6,8,6,14.71428571,3
1,9238,50,7,4,12.25,6,7,0,0,1
1,9070,38,9,5,16,6,11,4,16.5,2
1,9991,31,8,1,11,5,5,1,13,1
1,9500,27,7,7,14.08571429,7,7,7,14.08571429,2
1,9238,21,9,6,10.16666667,6,10,6,10.5,3
1,9119,34,8,1,10,5,9,0,0,1
1,9119,19,10,0,0,5,7,1,10,2
0,9991,40,10,2,10.5,5,5,3,10.66666667,1
1,171,18,0,0,0,0,0,0,0,3
0,9070,46,6,0,0,6,6,0,0,1
1,8014,37,12,0,0,5,10,0,0,1
1,9003,31,8,0,0,6,10,0,0,1
1,9003,34,15,5,13.33333333,6,15,5,12.4,3
1,171,18,0,0,0,0,0,0,0,1
1,9670,18,7,6,13.57142857,6,6,6,14.33333333,3
1,9070,19,6,6,12.83333333,6,7,6,11.16666667,3
1,9991,40,6,4,10.25,8,18,5,11.2,1
1,9130,25,6,0,0,6,6,0,0,1
1,9119,20,5,4,14.5,6,8,3,13.33333333,1
1,9119,20,6,5,15.8,5,8,5,13.71428571,2
0,9003,43,0,0,0,6,0,0,0,1
1,9119,18,8,4,12.5,5,7,3,14.66666667,2
1,9003,35,22,18,11.66666667,13,13,12,11.5,3
1,9991,23,6,4,13,5,5,5,13,3
1,9500,19,8,7,12.12142857,9,12,8,11.50625,3
1,9085,21,15,9,14.22222222,9,15,7,13.75,3
1,9670,19,17,4,12.5,6,8,4,13.25,2
1,9119,20,7,5,12.16666667,5,7,5,15.28571429,3
1,9670,30,0,0,0,6,0,0,0,1
1,9254,44,6,6,12.66666667,6,6,6,11.5,3
1,9500,19,8,7,13.61428571,8,8,7,13.61428571,3
1,9130,22,32,12,12.85714286,12,15,10,14.3,3
1,9130,18,7,4,14,5,5,5,14.2,3
1,9670,21,8,4,14.75,6,6,5,11.8,3
1,9085,18,0,0,0,6,0,0,0,1
1,9670,18,8,6,13.625,6,7,6,14.28571429,3
1,171,19,0,0,0,0,0,0,0,3
1,9003,21,12,4,11.8,6,11,4,11.875,1
1,9003,31,8,6,15.125,6,10,6,14.6,3
1,9254,21,10,4,11.5,6,10,2,10.5,1
1,9119,24,12,1,10,5,11,1,11,2
1,9773,27,8,0,0,5,10,0,0,1
1,9147,20,9,3,10.33333333,5,6,5,12.8,3
1,9119,22,9,0,0,5,6,2,11.66666667,2
1,9003,19,9,4,12,6,10,4,12.5,2
1,9773,19,6,6,13.83333333,6,6,6,14.5,3
1,171,23,19,13,12.15384615,17,28,11,11.90909091,2
1,9130,18,7,6,14,6,8,6,13.66666667,3
0,9773,29,8,6,16.5,6,6,5,13.8,2
1,9130,29,11,1,18,5,10,3,13.33333333,1
1,9003,20,11,6,11.28571429,6,12,5,11.77777778,2
1,171,19,0,0,0,0,0,0,0,3
1,171,22,0,0,0,0,0,0,0,2
1,9670,20,10,5,14,6,10,6,12,2
1,9130,24,13,4,13.75,5,9,3,12,2
0,9670,21,9,4,13.25,6,6,5,11,1
1,9147,25,7,4,14.25,5,7,4,14.75,3
0,9147,32,9,0,0,5,5,0,0,1
0,9991,26,12,8,11.25,8,8,3,11.33333333,1
1,9130,18,7,6,13.5,6,8,6,12.5,3
1,9254,19,8,5,12.66666667,6,10,6,12.85714286,3
1,9070,19,6,6,15.16666667,6,6,6,12.33333333,3
1,9119,27,6,6,13.16666667,5,7,5,15.14285714,1
1,9003,21,20,10,11.8,12,15,9,11.44444444,2
1,9119,20,10,4,11.5,5,11,0,0,2
1,9070,21,6,6,14.5,6,8,6,11.33333333,3
1,9773,22,10,5,13.4,6,12,3,10.66666667,2
0,171,19,0,0,0,0,0,0,0,3
1,9147,18,8,4,10.8,5,10,2,12.5,1
1,9238,28,6,0,0,5,5,0,0,1
0,9003,25,23,6,11.42857143,7,15,4,12,1
1,9003,25,24,8,12.5,13,23,10,11.6,1
1,9147,18,11,2,13.5,5,11,3,12.33333333,2
1,9254,26,6,0,0,6,12,0,0,1
1,9147,18,8,5,12.75,5,7,5,11.5,3
1,9773,22,17,3,11.33333333,6,14,3,12.33333333,2
1,9003,25,8,0,0,6,10,0,0,1
1,9773,19,9,5,11.4,6,13,5,12.4,2
1,9773,19,7,6,14.42857143,6,7,6,14.57142857,3
1,9500,19,9,7,12.49285714,8,10,8,11.7125,3
1,8014,45,10,4,11.5,8,13,4,11,1
1,9991,52,7,5,11.2,5,6,5,12.8,3
0,9147,20,9,3,12,5,7,3,11,1
1,9500,19,8,7,15.88571429,8,8,7,15.88571429,3
0,9500,21,12,4,12.94,7,12,4,11.58,1
0,8014,35,6,6,14,6,6,6,14.16666667,3
1,171,36,0,0,0,0,0,0,0,3
0,9500,47,7,0,0,8,8,0,0,1
1,9991,22,0,0,0,5,0,0,0,1
1,9991,41,8,4,11.25,5,8,3,11,1
1,9119,26,5,0,0,5,6,0,0,1
0,8014,51,13,4,11.25,6,12,0,0,1
1,9991,43,11,3,10.66666667,5,10,4,12.5,2
1,8014,41,9,5,11.8,6,10,3,10.66666667,3
1,9147,23,19,8,11.625,10,16,10,11.18181818,3
1,9238,22,11,0,0,5,10,0,0,1
1,9070,25,8,4,10.25,6,6,4,11.25,1
1,9991,25,16,15,10.8,14,14,14,11.35714286,3
0,171,22,15,11,12.54545455,11,16,11,12.66666667,3
1,9003,24,7,7,13.57142857,6,9,5,13.4,2
1,9085,47,0,0,0,6,0,0,0,1
1,9991,41,5,0,0,5,5,0,0,1
1,9003,43,9,6,14.77777778,6,11,5,12.2,3
1,9003,29,4,0,0,4,8,0,0,1
1,9119,30,2,0,0,2,2,0,0,1
0,9147,26,4,0,0,5,0,0,0,1
0,9991,27,10,0,0,5,5,0,0,1
1,9670,36,5,5,11.4,5,7,5,11.6,3
1,9003,29,13,6,11.66666667,7,10,6,10.85714286,1
1,9119,35,12,7,11.28571429,8,8,5,13,1
1,9773,18,12,4,11.5,6,10,5,12.6,3
1,9991,24,5,5,16,5,5,5,16,3
1,9773,18,6,6,12.5,6,7,6,12.66666667,1
1,9119,18,7,4,12,5,10,3,13,2
1,9085,21,11,0,0,5,11,3,11.66666667,2
1,9119,21,10,5,13,5,10,5,12.6,3
1,9003,32,27,13,13.71428571,12,18,12,12.08333333,3
1,9119,22,9,3,12.33333333,6,14,3,12.5,1
0,9003,32,31,11,12.72727273,12,24,10,12.7,1
1,9670,35,5,1,14,5,5,0,0,1
0,9147,23,0,0,0,5,0,0,0,1
1,8014,39,8,5,11.4,6,12,3,11,2
1,9670,35,5,0,0,5,5,1,10,1
1,9003,32,8,6,18.875,12,14,12,17.69230769,3
1,9853,20,12,0,0,6,12,0,0,1
1,9500,34,15,6,11.33333333,7,16,4,12.6,2
1,9991,44,9,7,13.5,5,6,5,16.2,1
1,9254,53,12,2,15,9,10,3,10,3
0,9119,28,10,0,0,5,7,0,0,1
1,9991,31,9,9,14.22222222,5,5,5,12.8,1
0,171,18,0,0,0,0,0,0,0,2
0,9003,44,14,4,12,6,16,0,0,1
1,9085,19,9,5,12.6,5,8,4,12,3
1,171,21,12,12,15.08333333,11,15,11,13.08333333,2
1,9119,18,5,0,0,5,5,0,0,1
1,9003,20,8,6,14.5,6,10,6,15.3,3
1,9070,55,6,6,14.5,6,6,6,13.5,3
1,9147,27,12,3,10,5,12,1,13,2
1,9119,19,0,0,0,5,0,0,0,1
1,9147,18,5,5,11.6,5,5,5,13.2,3
1,9773,43,10,4,11.75,6,7,0,0,1
1,9254,18,0,0,0,6,0,0,0,1
1,171,18,0,0,0,0,0,0,0,1
1,9254,20,7,0,0,6,6,0,0,1
0,9991,29,7,4,11.25,5,8,4,11.8,1
1,9130,44,9,5,11.57142857,6,11,0,0,1
1,9119,18,7,4,10,5,8,1,16,2
1,9003,20,11,5,13.83333333,6,13,6,12.3,2
1,9070,20,6,4,12.75,9,12,3,12.66666667,1
1,9147,36,4,0,0,5,9,0,0,1
1,9130,19,13,5,11.6,6,12,2,11,2
0,9085,29,5,0,0,5,5,0,0,1
1,9670,18,6,4,11.25,6,10,3,10.33333333,1
0,9003,24,0,0,0,6,0,0,0,1
1,9773,20,6,6,14.33333333,6,7,6,15,3
0,8014,45,7,0,0,5,5,0,0,1
1,9500,28,23,20,13.5,23,23,20,13.5,3
1,9254,23,8,6,12.66666667,6,10,5,12.2,2
1,9500,18,7,7,12.44428571,8,11,7,11.34714286,3
1,9147,23,7,3,10.66666667,5,7,3,11.33333333,1
1,171,22,0,0,0,0,0,0,0,2
1,9070,22,6,6,12.66666667,6,6,5,12.4,3
1,9991,33,5,5,13.2,5,6,5,14.83333333,3
1,9003,21,20,10,12.7,12,14,11,12.18181818,3
1,9147,45,6,5,14.83333333,5,5,5,14.8,3
0,9003,44,10,4,11.5,7,8,1,12,1
1,9670,42,0,0,0,6,0,0,0,1
1,9147,20,0,0,0,5,0,0,0,1
1,9147,20,7,3,12.66666667,5,12,2,12.5,2
1,9254,20,7,6,14.71428571,6,6,6,12.5,3
1,9773,20,11,3,13.66666667,6,13,4,10.25,2
1,9147,19,9,5,10.8,5,13,2,13.5,2
0,8014,26,13,4,10.5,10,16,7,10.42857143,1
1,9003,31,10,6,15,6,11,5,12.5,3
1,9773,19,6,6,12.66666667,6,6,6,14,3
1,9773,28,7,6,13.16666667,6,6,6,13.66666667,3
1,171,20,0,0,0,0,0,0,0,3
1,8014,43,6,6,13,6,6,6,12.5,3
1,171,25,0,0,0,0,0,0,0,1
1,9238,40,13,2,10,6,10,1,15,1
1,9085,20,7,6,13.33333333,6,16,5,13.375,3
1,8014,46,13,3,12.33333333,6,6,6,13.33333333,3
1,33,26,23,20,13.18181818,14,18,14,11.64285714,3
1,9500,34,7,6,12.51333333,8,9,7,13.07142857,3
1,9853,19,0,0,0,6,0,0,0,1
1,9500,18,8,7,13.58571429,8,8,7,13.58571429,3
1,9556,18,9,7,11.15555556,8,10,8,11.425,3
1,8014,37,9,6,11.85714286,6,7,5,12,3
1,171,23,0,0,0,0,0,0,0,3
1,9070,26,14,14,14,13,13,13,13.61538462,3
0,9773,18,8,5,12,6,0,0,0,1
1,9500,18,15,4,11.575,7,10,5,12.42,2
1,9500,19,8,7,13.19857143,8,8,8,13.0625,3
1,9085,18,10,6,13.5,6,12,6,12,3
1,9670,19,6,6,13.33333333,6,8,5,12.8,1
1,9119,20,10,4,14.25,5,14,1,10,2
1,9070,22,7,6,12.16666667,6,9,4,12,3
1,9500,18,8,7,12.21428571,8,8,7,12.21428571,3
1,9254,18,8,6,12.66666667,6,6,6,13,3
1,9773,18,7,6,12.28571429,6,6,6,13.5,3
1,9254,18,7,6,13,6,6,6,13,3
1,9254,18,8,6,12.14285714,6,6,6,11.16666667,3
1,9500,19,8,7,13.87571429,8,9,7,13.08571429,3
1,9853,20,0,0,0,6,0,0,0,1
1,9238,19,12,6,11.66666667,6,7,0,0,1
1,9085,18,13,6,13.15384615,6,12,3,11,3
1,9070,18,6,6,14.5,6,6,6,12.83333333,1
1,9500,18,7,7,14.44142857,8,8,8,13.65625,3
1,9773,18,6,6,15.16666667,6,7,6,14.28571429,3
1,9147,18,5,5,11.6,5,12,4,12.625,3
1,9773,18,6,6,11.66666667,6,6,6,12.33333333,3
1,9003,20,8,6,12.625,6,10,6,13.2,3
1,9238,19,14,3,12.66666667,6,7,6,11,3
1,9130,18,7,6,12.83333333,6,8,6,13,2
1,9238,19,7,6,11.85714286,6,8,6,13.14285714,3
1,9853,19,8,5,11.4,6,7,4,10.75,2
1,9130,19,10,5,14.85714286,5,7,5,15.14285714,2
1,9670,19,7,6,14.71428571,6,6,6,15.83333333,3
1,9670,20,6,6,13.5,6,9,5,13,3
1,9130,18,7,4,11.5,5,5,5,12.4,3
1,9147,33,9,2,14,5,5,0,0,1
1,9853,19,8,6,12.83333333,6,6,0,0,1
1,9556,18,7,7,13.42857143,8,8,8,14.75,3
1,9070,19,0,0,0,6,0,0,0,1
1,9003,19,18,3,11.66666667,6,14,4,11.5,2
1,9773,18,6,6,16,6,7,6,14.33333333,3
1,9238,20,6,6,13.83333333,6,6,6,11.83333333,3
1,9500,19,9,8,13.2325,8,9,8,13.2325,3
1,9773,18,6,6,14,6,6,6,14.16666667,3
1,9254,19,14,2,10,6,6,0,0,1
1,8014,25,16,15,13.33333333,13,13,11,12.27272727,3
1,9070,20,6,6,12.5,6,6,6,14.33333333,2
1,8014,19,6,6,12.5,6,6,6,11.5,3
1,9991,33,8,2,10.5,5,5,0,0,1
1,9119,18,11,3,10.66666667,5,9,3,11.33333333,2
1,9119,18,9,4,10.5,5,11,2,10.5,2
1,9147,19,10,4,12,5,6,5,11.4,3
1,171,18,0,0,0,0,0,0,0,2
1,9147,19,11,5,11.5,5,9,2,10.66666667,2
1,9773,18,6,6,14,6,6,6,13.5,1
1,9853,18,7,6,13.5,6,8,5,12.6,3
1,9500,18,8,8,13.07375,8,8,8,13.07375,3
1,9500,37,9,2,10.75,7,9,0,0,1
